,Kaufpreis,Zimmer,Wohnfläche ca.,Street,City,Anbieter,Wohnungslage,Bezug,Description,Wohnanlage,Baujahr:,Energy,Energy2,Lage,Price&Kosten,"('Baujahr:',)",Wohnfläche,Zustand:,"('Zustand:',)",3,Personenaufzug,"('Anbieter',)",2,,"('Personenaufzug',)",Mindestpreis,Stellplatz:,1
791,480.000 €,3," 72,10 m²",Straße nicht freigegeben,81927 München  (Bogenhausen),Gewerblicher,WohnungslageErdgeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,"Bad mit Wanne und Dusche, Gäste-WC Balkon, Garten Einbauküche Böden: Parkett, Teppichboden Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 2000 Personenaufzug 1 Stellplatz: Duplex ,2000,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeWesentliche EnergieträgerGasGültigkeit 31.07.2018 bis 30.07.2028 EffizienzklasseBEndenergieverbrauch 71,20 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Die Wohnung befindet sich im Stadtteil Bogenhausen/Oberföhring in gepflegter, verkehrsberuhigte Lage (30er-Zone) mit idealer Infrastruktur und sehr guter Anbindung an die öffentlichen Verkehrsmittel.Zur Verfügung stehen die Buslinien 50 und 59, mit welchen Sie in wenigen Minuten Arabella Park oder das...",,,,,,,,,,,,,,
792,1.055.000 €,4," 100,29 m²",Straße nicht freigegeben,81377 München  (Sendling-Westpark),Gewerblicher,,,Balkon Einbauküche barrierefrei Böden: Parkett Weitere Räume: Kelleranteil ,Zustand: Neubau Personenaufzug Stellplatz: Tiefgarage ,,,,"Das Mehrfamilienhaus befindet sich im Münchner Süden, im nachfragestarken Stadtteil Sendling, am Rande einer typischen Einfamilien- und Doppelhausgegend.Der nahegelegene Südpark - oft auch als Sendlinger Wald bezeichnet - lädt die zukünftigen Bewohner zum Spazieren an der frischen Luft ein.Durch die...",,,,Neubau,,,,,,,,,,
793,495.000 €,2, 63 m²,Straße nicht freigegeben,81927 München  (Bogenhausen),Gewerblicher,,,,,,,,"Wohnung Nr. 154 im 13. OG links (Aufzug vorhanden), 63 m² Wfl., bestehend aus Flur, Schlafzimmer, Bad/WC, Küche, Wohnzimmer und loggiaartiger Balkon, sowie Abstellraum im 14. OG (5 m² Nfl.), Bj. 1966, Wohnungsrenovierung 2000 und Bad 2008; Erneuerung Aufzugsanlage 2019Bitte kontaktieren Sie uns bei weiteren Fragen...",,,,,,,,,,,,,,
794,349.000 €,2, 38 m²,Straße nicht freigegeben,81677 München  (Bogenhausen),Gewerblicher,Wohnungslage4. GeschossBezugsofort möglichDerzeitige Nutzungfrei,Bezugsofort möglich,"Balkon, Gartenmitbenutzung Ausblick: Fernblick Einbauküche, offene Küche als Ferienimmobilie geeignet Böden: Laminat Fenster: Kunststofffenster Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss Haustiere erlaubt ",Baujahr: 1959 Personenaufzug 1 Stellplatz Serviceleistungen: Reinigungsservice ,1959,,EnergieträgerFernwärmeHeizungsartZentralheizung,hervorragende Wohnlage im beliebten Bogenhausen. 7. OG,,,,,,,,,,,,,,
795,275.000 €,1, 31 m²,Forstenriederallee,81476 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,KategorieApartmentWohnungslage3. GeschossBezug November 2019,Wohnungslage3. Geschoss,"Bad mit Wanne Balkon, Loggia, Wintergarten Einbauküche als Ferienimmobilie geeignet Böden: Fliesenboden, Parkett Fenster: Kunststofffenster Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1961 Personenaufzug ,1961,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1961Wesentliche EnergieträgerFernheizungGültigkeit 31.05.2015 bis 01.07.2022 EffizienzklasseCEndenergiebedarf 14,00 kWh/(m²·a)  ",EnergieträgerÖlHeizungsartZentralheizung,,,,,,,,,,,,,,,
796,495.000 €,3, 77 m²,Straße nicht freigegeben,80997 München  (Allach-Untermenzing),Gewerblicher,Wohnungslage2. Geschoss (Dachgeschoss)Bezugnach Vereinbarung,Bezugnach Vereinbarung,"Bad mit Fenster Balkon Einbauküche Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil, Abstellraum, Wasch-Trockenraum ",Baujahr: 1995 ,1995,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeWesentliche EnergieträgerGasGültigkeit bis 30.08.2028 EffizienzklasseFEndenergieverbrauch 172,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"Willkommen in der Finsterwalderstraße, einer besonders ruhigen und grünen Wohnstraße im attraktiven Obermenzing.Kurze Wege zum Bus oder zur nächsten S-Bahn-Station und von dort schnell in die City oder mit dem Auto auf direktem Wege zum Flughafen und in die Berge sind für diese Lage ebenso kennzeichnend wie beste...",,,,,,,,,,,,,,
797,579.000 €,1," 37,94 m²",Infanteriestraße 14,80797 München  (Schwabing-West),Gewerblicher,KategorieApartmentWohnungslage1. GeschossBezug2023,Wohnungslage1. Geschoss,Bad mit Dusche Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2022 Zustand: Neubau Personenaufzug ,2022,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2022Wesentliche EnergieträgerFernwärmeEffizienzklasseBEndenergiebedarf 63,80 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartFußbodenheizung,"MITTEN IM BOOM: SCHWABING, NEUHAUSEN, MAXVORSTADT Van B nutzt das Beste: Das typische Flair der entspannten Schwabinger Lebensqualität. Die bürgerliche Lockerheit Neuhausens. Den szenigen, jungen Lifestyle der Maxvorstadt. Und das alles mitten im Grünen - entlang einer Plataenallee. In direkter Nachbarschaft: die...",,,,,,,,,,,,,,
798,960.000 €,3, 132 m²,Straße nicht freigegeben,81825 München  (Berg am Laim),Gewerblicher,KategoriePenthouseWohnungslage4. Geschoss (Dachgeschoss)Bezugnach VereinbarungDerzeitige Nutzungfrei,Wohnungslage4. Geschoss (Dachgeschoss),Bad mit Fenster und Wanne Terrasse Ausblick: Fernblick Böden: Parkett Fenster: Kunststofffenster Zustand: renoviert / saniert Weitere Räume: Kelleranteil ,Baujahr: 1968 1 Stellplatz: Tiefgarage ,1968,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1999Wesentliche EnergieträgerÖlEffizienzklasseDEndenergieverbrauch 119,00 kWh/(m²·a)  ",EnergieträgerÖlHeizungsartZentralheizung,"Der Stadtteil Berg am Laim mit seinen 45.582 Einwohner, liegt im Münchner Osten, eingebettet zwischen Haidhausen im Westen, Trudering im Osten und Ramersdorf im Süden. Der Stadtteil verfügt daher über eine besonders gute Anbindung an das öffentliche S- und U-Bahnnetz, welche in nur wenigen Gehminuten erreichbar sind.  Über...",,,,,,,,,,,,,,
799,659.400 €,2," 51,73 m²",Straße nicht freigegeben,81737 München  (Ramersdorf-Perlach),Gewerblicher,Wohnungslage1. GeschossBezug2023,Bezug2023,Bad mit Wanne Balkon Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2023 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,2023,,,"München hat viele schöne Seiten, eine davon im Südosten: Der Stadtteil Ramersdorf-Perlach hat sich in den vergangen Jahren vielerorts gewandelt ist inzwischen zum gefragten Wohnstandort erklärt. Erneuerungen wie jene rund um den Hanns-Seidel-Platz zeigen die Dynamik und Moderne, die sich hier mit dem dörflichen Flair...",,,,,,,,,,,,,,
800,820.000 €,3, 77 m²,Straße nicht freigegeben,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage2. GeschossBezug2023,Bezug2023,"Bad mit Wanne und Dusche, Gäste-WC, Bad/WC getrennt Balkon, Loggia Einbauküche, offene Küche, Speisekammer rollstuhlgerecht Böden: Fliesenboden, Parkett Fenster: Kunststofffenster Ausstattung: neuwertig Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss, Kabelanschluss ",Baujahr: 2019 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,2019,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2019Wesentliche EnergieträgerFernwärmeEffizienzklasseAEndenergiebedarf 47,50 kWh/(m²·a)  ",EnergieträgerFernwärmeHaustypKfW 40HeizungsartFußbodenheizung,"Der Stadtbezirk 22 der bayerischen Landeshauptstadt ist für viele stressgeplagte Großstädter der ideale Ort, um haltzumachen oder besser noch: um anzukommen. Kein Wunder, immerhin hat dieser Bezirk die größte Ausdehnung – rund 34 Quadratkilometer – und mit 1.242 Bewohnern je Quadratkilometer die geringste...",,,,,,,,,,,,,,
801,445.000 €,2, 58 m²,Straße nicht freigegeben,80935 München  (Feldmoching-Hasenbergl),Gewerblicher,WohnungslageErdgeschossBezugAb sofort,BezugAb sofort,"Gäste-WC Garten, Terrasse Einbauküche Weitere Räume: Kelleranteil, Wasch-Trockenraum ",Baujahr: 1999 1 Stellplatz: Tiefgarage ,1999,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeWesentliche EnergieträgerGASGültigkeit bis 22.10.2028 EffizienzklasseCEndenergieverbrauch 97,20 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"Die Wohnung liegt im beliebten Münchner Stadtteil Lerchenau.Einkaufsmöglichkeiten des täglichen Bedarfs, eine Bezirkssportanlage sowie mehrere Schulen, Bäckereien etc. befinden sich in unmittelbarer Umgebung. Kinderkrippen, Kindergärten, Grundschulen sowie eine Vielzahl an weiterführende Schulen bis hin zum...",,,,,,,,,,,,,,
802,785.000 €,3," 86,45 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage1. Geschoss,,"Bad mit Fenster, Wanne und Dusche Garten ",Zustand: Altbau (bis 1945) Personenaufzug ,,,,"Urban, modern und mit ländlichem Flair zugleich präsentiert sich Ihr neues Zuhause im Areal meinraum München West. Mit bester Anbindung zur Innenstadt, vielfältigen Einkaufsmöglichkeiten und einer guten Erreichbarkeit von Freizeit-Zielen und Arbeitsumfeld sowie dem Münchener Flughafen wohnen Sie unweit der Naherholungsgebiete...",,,,Altbau,,,,,,,,,,
803,378.000 €,2, 45 m²,Straße nicht freigegeben,80935 München  (Feldmoching-Hasenbergl),Gewerblicher,Wohnungslage2. GeschossBezugnach Vereinbarung,Bezugnach Vereinbarung,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Kelleranteil ",Baujahr: 2003 1 Stellplatz: Duplex ,2003,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2003Wesentliche EnergieträgerGasGültigkeit 28.05.2019 bis 28.05.2029 EffizienzklasseBEndenergieverbrauch 65,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartEtagenheizung,"Die Immobilie befindet sich in München.Die nächste Grundschule (Grundschule München) ist etwa 450 Meter, eine weiterführende Schule (Mittelschule an der Eduard-Spranger-Str.) rund 1,7 Kilometer entfernt.  In der näheren Umgebung befinden sich Geschäfte für den täglichen Bedarf. Hierzu gehören unter anderem...",,,,,,,,,,,,,,
804,420.000 €,3," 52,21 m²",Straße nicht freigegeben,81377 München  (Sendling-Westpark),Gewerblicher,Bezugsofort,HeizungsartZentralheizung,"Bad mit Fenster und Wanne Einbauküche Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1940 Zustand: Altbau (bis 1945) ,1940,,HeizungsartZentralheizung,"Der südwestlich in München gelegene 7. Münchner Stadtbezirk hat knapp 60.000 Einwohner. Er erstreckt sich von der Schwanthalerhöhe und Laim im Norden bis nach Thalkirchen-Obersendling im Süden. Der Stadtteil ist durch die U-Bahn, Busse und Trambahn bestens an das städtische Verkehrsnetz angeschlossen. Sendling-Westpark ist...",,,,,,,,,,,,,,
805,699.000 €,2," 58,14 m²",Straße nicht freigegeben,80469 München  (Altstadt-Lehel),Gewerblicher,WohnungslageDachgeschossBezugsofort,Bezugsofort,Zustand: renovierungsbedürftig / sanierungsbedürftig ,Baujahr: 1949 Personenaufzug ,1949,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1949Wesentliche EnergieträgerFernwärmeGültigkeit 13.03.2014 bis 12.03.2024 Endenergieverbrauch 154,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerFernwärmeHeizungsartZentralheizung,"Manche Stadtteile haben einfach das gewisse Etwas, das mehr bietet als nur eine neue Adresse. Einer davon ist mit großer Sicherheit das Münchner Glockenbachviertel. Wer hier wohnt, verbindet Freizeit, Kultur und Business auf ganz besondere Weise. Hier findet man alles, was individuelles Wohnen und Leben auszeichnet. So sind...",,,,,,,,,,,,,,
806,1.145.800 €,4," 92,28 m²",Ottobrunner Straße 102,81737 München  (Ramersdorf-Perlach),Gewerblicher,Wohnungslage1. GeschossBezug2023,Bezug2023,"Bad mit Wanne und Dusche, Gäste-WC Balkon Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ",Baujahr: 2023 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,2023,,,"München hat viele schöne Seiten und der Stadtteil Ramersdorf-Perlach gehört zweifelsohne dazu. Das im Süd-Osten gelegene Viertel bietet nicht nur eine perfekte Infrastruktur , sondern auch viel Natur, Freiraum und Bodenständigkeit.Die einnehmende Mischung aus Dynamik und Moderne, die sich hier mit dem dörflichen Flair...",,,,,,,,,,,,,,
807,499.000 €,2, 55 m²,Straße nicht freigegeben,81829 München / Riem  (Trudering-Riem),Gewerblicher,WohnungslageErdgeschossBezugsofort,Bezugsofort,Terrasse Zustand: gepflegt ,Baujahr: 1988 1 Stellplatz: Tiefgarage ,1988,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeWesentliche EnergieträgerGASGültigkeit bis 06.09.2028 EffizienzklasseFEndenergieverbrauch 186,30 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Gut sieben Kilometer vom Münchner Stadtzentrum entfernt, ist die Messestadt Riem eines der größten städtebaulichen Entwicklungsgebiete Europas. Wohnen, Arbeiten und Natur sind dort eng miteinander verbunden - hier trifft man auf Tradition, Moderne und Natur gleichermaßen.Größten Teils auf dem alten Flughafengelände in...",,,,,,,,,,,,,,
808,395.000 €,"2,5", 51 m²,Straße nicht freigegeben,80939 München  (Schwabing-Freimann),Gewerblicher,WohnungslageDachgeschoss,,"Böden: Fliesenboden, Parkett ",Personenaufzug ,,,,"Die Immobilie befindet sich in einer gepflegten Wohnlage in Schwabing-Freimann nähe der Isar Auen und in Fußweite zur Isar. Auch der Poschinger Weiher und die Seewirtschaft sind ebenfalls in Gehweite. Das Freizeit angebot ist vielfältig. Der Tennispark Sankt Florian, der Garchinger Mühlbach mit seinen schönen...",,,,,,,,,,,,,,
809,340.000 €,1," 39,26 m²",Straße nicht freigegeben,81547 München  (Untergiesing-Harlaching),Gewerblicher,KategorieApartmentWohnungslageErdgeschossBezug01.11.2022,WohnungslageErdgeschoss,Balkon ,Baujahr: 1971 ,1971,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeGültigkeit bis 17.04.2028 Endenergiebedarf 207,90 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Untergiesing-Harlaching, als gewachsener Stadtteil südlich des Zentrums der Landeshauptstadt München gelegen, erfreut sich zunehmender Beliebtheit. Dies liegt nicht zuletzt an der hervorragenden Infrastruktur und den zahlreichen Freizeitmöglichkeiten. So ist die Anbindung an die öffentlichen Verkehrsmittel als optimal zu...",,,,,,,,,,,,,,
810,215.000 €,2," 46,84 m²",Straße nicht freigegeben,81543 München  (Untergiesing-Harlaching),Gewerblicher,Wohnungslage3. GeschossBezugsofort,Bezugsofort,"Bad mit Fenster und Dusche Balkon Einbauküche Böden: Fliesenboden, Laminat ",Baujahr: 1965 Personenaufzug ,1965,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1965Wesentliche EnergieträgerGasGültigkeit 11.06.2018 bis 11.06.2028 EffizienzklasseEEndenergieverbrauch 153,00 kWh/(m²·a)  ",EnergieträgerGas,Im 17. Stadtbezirk Obergiesing-Fasangarten auf dem östlichen Isarhochufer leben rund 55.000 Münchner. Das Viertel Obergiesing ist ein beliebtes Wohnviertel. Die Bebauung ist abwechslungsreich und Ein- und Zweifamilienhäusern sowie größeren Wohnblocks. Auf dem früheren Agfa-Gelände entstand in den letzten Jahren ein neues...,,,,,,,,,,,,,,
811,695.000 €,3," 77,31 m²",Straße nicht freigegeben,80992 München  (Moosach),Gewerblicher,Wohnungslage2. GeschossBezugsofort,Bezugsofort,"Bad mit Wanne und Dusche, Gäste-WC Balkon Einbauküche Böden: Parkett Ausstattung: neuwertig Weitere Räume: Kelleranteil ",Baujahr: 2001 Personenaufzug 1 Stellplatz: Tiefgarage ,2001,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeWesentliche EnergieträgerFernwärmeGültigkeit 25.07.2018 bis 24.07.2028 EffizienzklasseBEndenergieverbrauch 72,20 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Die angebotene Wohnung befindet zentral im beliebten Münchner Stadtbezirk Moosach. Die Nähe zum Westfriedhof, dem Olympiapark und der Münchner Innenstadt sowie die schnelle Anbindung an Flughafen und Autobahnen machen die Lage attraktiv.In direkter Nachbarschaft befinden sich diverse Läden, Wohn- und...",,,,,,,,,,,,,,
812,250.000 €,1," 33,04 m²",Straße nicht freigegeben,81475 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,WohnungslageErdgeschossDerzeitige Nutzungvermietet,EnergieausweistypVerbrauchsausweis,Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1963 ,1963,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit 27.08.2028 bis 28.08.2028 EffizienzklasseCEndenergieverbrauch 99,80 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartZentralheizung,Die Wohnung befindet sich in einem grünen Wohngebiet in München Forstenried-West. In wenigen Gehminuten erreicht man den Waldfriedhof-Park sowie die große Grünfläche des Forstenrieder Spielplatzes. Hier sind viele Freizeitaktivitäten wie beispielsweise Beach-Volleyball oder Fußball im Fußballzentrum möglich. Begibt man sich...,,,,,,,,,,,,,,
813,1.094.000 €,6," 128,19 m²",Straße nicht freigegeben,81739 München  (Ramersdorf-Perlach),Gewerblicher,WohnungslageDachgeschoss,EnergieausweistypVerbrauchsausweis,Balkon ,Baujahr: 2002 ,2002,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 12.11.2027 Endenergieverbrauch 81,40 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartZentralheizung,"Der begehrte Stadtteil München-Waldperlach liegt am südöstlichen Stadtrand von München und grenzt direkt an die Gemeinden Ottobrunn, Neubiberg und Putzbrunn. Waldperlach erfreut sich bei Jung und Alt aufgrund der hervorragenden Infrastruktur, der guten Verkehrsanbindung und des hohen Freizeitwertes größter Beliebtheit. Dieses...",,,,,,,,,,,,,,
814,1.120.000 €,3," 131,74 m²",Straße nicht freigegeben,81545 München  (Untergiesing-Harlaching),Gewerblicher,WohnungslageErdgeschossBezugsofort,Bezugsofort,Gäste-WC Balkon Weitere Räume: Kelleranteil ,Baujahr: 1972 1 Stellplatz Wellness: Swimming-Pool ,1972,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 06.04.2024 Endenergieverbrauch 176,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,Der Stadtteil Harlaching gehört zweifelsohne zu einer der begehrtesten Wohnlagen im Süden der Landeshauptstadt München. Dies liegt neben dem repräsentativen und gehobenen Wohnwert nahe des Isarhochufers auch an der vorhandenen guten Infrastruktur. Die umliegende Bebauung ist von großzügigen Villen und parkähnlichen...,,,,,,,,,,,,,,
815,389.000 €,1," 37,85 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage2. Geschoss,,"Bad mit Fenster, Wanne und Dusche Balkon, Garten ",Zustand: Neubau Personenaufzug ,,,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",,,,Neubau,,,,,,,,,,
816,948.000 €,3, 97 m²,Straße nicht freigegeben,81247 München  (Pasing-Obermenzing),Gewerblicher,KategorieMaisonetteWohnungslage2. GeschossBezug01.01.2023,Wohnungslage2. Geschoss,"Bad mit Fenster, Wanne und Dusche Terrasse Einbauküche Böden: Steinboden Fenster: Holzfenster Zustand: gepflegt ",Baujahr: 1995 1 Stellplatz: Carport ,1995,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1995Wesentliche EnergieträgerGasGültigkeit 03.01.2017 bis 02.01.2027 EffizienzklasseEEndenergieverbrauch 149,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartFußbodenheizung,Das repräsentative Wohngebäude befindet sich in begehrter Lage Münchens im westlichen Stadtteil Obermenzing. Dieser Stadtteil bietet eine ausgewogene Infrastruktur mit sämtlichen Geschäften des täglichen Bedarfs sowie Kindergärten und Schulen (auch weiterbildenden) in der näheren Umgebung der Wohnung. Die S-Bahn-Station der...,,,,,,,,,,,,,,
