,street,description,wohnanlage,energy_2,lage,Hausprice,Room,Area,Post_Code,District,Offerer,Year,Status,Floor,Own
809,,Balkon ,Baujahr: 1971 ,EnergieträgerGasHeizungsartZentralheizung,"Untergiesing-Harlaching, als gewachsener Stadtteil südlich des Zentrums der Landeshauptstadt München gelegen, erfreut sich zunehmender Beliebtheit. Dies liegt nicht zuletzt an der hervorragenden Infrastruktur und den zahlreichen Freizeitmöglichkeiten. So ist die Anbindung an die öffentlichen Verkehrsmittel als optimal zu...",340000.0,1,39.26,81547,(Untergiesing-Harlaching),Gewerblicher,1971,,Ground,
810,,"Bad mit Fenster und Dusche Balkon Einbauküche Böden: Fliesenboden, Laminat ",Baujahr: 1965 Personenaufzug ,EnergieträgerGas,Im 17. Stadtbezirk Obergiesing-Fasangarten auf dem östlichen Isarhochufer leben rund 55.000 Münchner. Das Viertel Obergiesing ist ein beliebtes Wohnviertel. Die Bebauung ist abwechslungsreich und Ein- und Zweifamilienhäusern sowie größeren Wohnblocks. Auf dem früheren Agfa-Gelände entstand in den letzten Jahren ein neues...,215000.0,2,46.84,81543,(Untergiesing-Harlaching),Gewerblicher,1965,,3,Sofort
811,,"Bad mit Wanne und Dusche, Gäste-WC Balkon Einbauküche Böden: Parkett Ausstattung: neuwertig Weitere Räume: Kelleranteil ",Baujahr: 2001 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Die angebotene Wohnung befindet zentral im beliebten Münchner Stadtbezirk Moosach. Die Nähe zum Westfriedhof, dem Olympiapark und der Münchner Innenstadt sowie die schnelle Anbindung an Flughafen und Autobahnen machen die Lage attraktiv.In direkter Nachbarschaft befinden sich diverse Läden, Wohn- und...",695000.0,3,77.31,80992,(Moosach),Gewerblicher,2001,,2,Sofort
812,,Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1963 ,EnergieträgerFernwärmeHeizungsartZentralheizung,Die Wohnung befindet sich in einem grünen Wohngebiet in München Forstenried-West. In wenigen Gehminuten erreicht man den Waldfriedhof-Park sowie die große Grünfläche des Forstenrieder Spielplatzes. Hier sind viele Freizeitaktivitäten wie beispielsweise Beach-Volleyball oder Fußball im Fußballzentrum möglich. Begibt man sich...,250000.0,1,33.04,81475,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1963,,Ground,
813,,Balkon ,Baujahr: 2002 ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Der begehrte Stadtteil München-Waldperlach liegt am südöstlichen Stadtrand von München und grenzt direkt an die Gemeinden Ottobrunn, Neubiberg und Putzbrunn. Waldperlach erfreut sich bei Jung und Alt aufgrund der hervorragenden Infrastruktur, der guten Verkehrsanbindung und des hohen Freizeitwertes größter Beliebtheit. Dieses...",1094000.0,6,128.19,81739,(Ramersdorf-Perlach),Gewerblicher,2002,,,
814,,Gäste-WC Balkon Weitere Räume: Kelleranteil ,Baujahr: 1972 1 Stellplatz Wellness: Swimming-Pool ,EnergieträgerGasHeizungsartZentralheizung,Der Stadtteil Harlaching gehört zweifelsohne zu einer der begehrtesten Wohnlagen im Süden der Landeshauptstadt München. Dies liegt neben dem repräsentativen und gehobenen Wohnwert nahe des Isarhochufers auch an der vorhandenen guten Infrastruktur. Die umliegende Bebauung ist von großzügigen Villen und parkähnlichen...,1120000.0,3,131.74,81545,(Untergiesing-Harlaching),Gewerblicher,1972,,Ground,Sofort
815,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Balkon, Garten ",Zustand: Neubau Personenaufzug ,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",389000.0,1,37.85,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,New,2,
816,,"Bad mit Fenster, Wanne und Dusche Terrasse Einbauküche Böden: Steinboden Fenster: Holzfenster Zustand: gepflegt ",Baujahr: 1995 1 Stellplatz: Carport ,EnergieträgerGasHeizungsartFußbodenheizung,Das repräsentative Wohngebäude befindet sich in begehrter Lage Münchens im westlichen Stadtteil Obermenzing. Dieser Stadtteil bietet eine ausgewogene Infrastruktur mit sämtlichen Geschäften des täglichen Bedarfs sowie Kindergärten und Schulen (auch weiterbildenden) in der näheren Umgebung der Wohnung. Die S-Bahn-Station der...,948000.0,3,97.0,81247,(Pasing-Obermenzing),Gewerblicher,1995,,2,
817,Dieselstraße 5,"Bad mit Wanne Balkon Einbauküche Böden: Laminat, Parkett Weitere Räume: Kelleranteil, Abstellraum, Wasch-Trockenraum ","Baujahr: 1972 Personenaufzug 2 Stellplätze: Außen-Stellplatz, Tiefgarage ",EnergieträgerFernwärme,"München, Moosach, Dieselstraße, 5.OG/Aufzug von 8; ruhige Wohnlage in grüner Anlage; ca. 2 Gehminuten von der U-Bahnstation Olympia-Einkaufszentrum entfernt, sowie dort vorhandenen Einkaufsmöglichkeiten; trotzdem wird man vom umliegenden Straßenverkehr nicht negativ beeinflusst.",548000.0,3.5,80.0,80993,(Moosach),Gewerblicher,1972,,5,Sofort
818,,"Gäste-WC Garten, Terrasse Einbauküche Zustand: Erstbezug ",Baujahr: 2023 Zustand: Neubau 1 Stellplatz: Garage ,"HeizungsartLuft-/Wasser-Wärmepumpe, Zentralheizung","München - die Stadt der Lebensfreude! Und das nicht nur wegen des weltberühmten Oktoberfestes. Es ist diese Mischung aus hohem Freizeitwert und starker Wirtschaftskraft, aus prallem Kulturleben und gemütlicher Überschaubarkeit, die die Menschen anzieht. Kein Wunder, dass die Isarmetropole, die man gerne mal die ""nördlichste...",1855000.0,4,141.98,81475,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,2023,,,
819,,"Bad mit Wanne Terrasse Einbauküche WG-geeignet Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 1966 Personenaufzug 1 Stellplatz ,EnergieträgerFernwärme,"Die Parkstadt Solln oder offiziell Neu Solln genannt ist eine Wohnsiedlung im südlichsten Münchner Stadtviertel. Diese Wohnung befindet sich in einer ansprechenden Lage. Alle Bedürfnisse des täglichen Bedarfs wie zum Beispiel Einkaufsmöglichkeiten, Schulen, Kindergärten und Restaurants sind vom Objekt aus fußläufig in...",815000.0,3,102.0,81477,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1966,,Ground,
820,,Balkon ,Baujahr: 1973 ,EnergieträgerFernwärmeHeizungsartZentralheizung,"""Leo 202"" befindet sich in exklusiver Gesellschaft! Direkt nebenan befindet sich das Schwabinger Tor Areal: Das multifunktionale Cityquartier umfasst neun Gebäude, zwischen denen buntes Leben auf öffentlichen Plätzen, Grünflächen und Spielplätzen stattfindet. Rund 25 Geschäfte, Manufakturen, Restaurants, Ateliers und ein...",464900.0,1,32.39,80805,(Schwabing-Freimann),Gewerblicher,1973,,2,Sofort
821,,"Bad mit Fenster und Wanne Einbauküche Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1956 ,HeizungsartEtagenheizung,Die Immobilie befindet sich zentral im beliebten Giesing. Hier ist man umgeben von einer idealen Infrastruktur sowie von einer sehr guten Verkehrsanbindung. Die Straßenbahn und der Bus fahren vor der Haustür ab. Auch die U-Bahn-Station Giesing ist in ca. 13 Gehminuten zu erreichen. Giesing stand lange Zeit symbolisch für die...,269000.0,1,35.0,81549,(Obergiesing),Gewerblicher,1956,,2,
822,,Bad mit Wanne und Dusche Terrasse offene Küche ,Personenaufzug ,EnergieträgerGas,"Das Palais Kaulbach befindet sich in hervorragender Bestlage. Situiert in der Maxvorstadt zwischen dem Siegestor, der Ludwig-Maximilians-Universität und dem Englischen Garten zählt diese Adresse zu den absoluten Top-Lagen in München. Die U-Bahnhaltestelle Universität ist fußläufig in 3 Minuten erreichbar. Der...",7950000.0,6,257.5,80539,(Maxvorstadt),Gewerblicher,,,2,
823,,Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1992 Personenaufzug 1 Stellplatz: Duplex ,EnergieträgerGasHeizungsartZentralheizung,"München - Die Landeshauptstadt Bayerns ist auch weit über regionale Grenzen hinweg bekannt. Architektur, Geschichte, Kultur und Wirtschaft ziehen Menschen aus der ganzen Welt an - ob als Reiseziel oder dauerhafter Wohnsitz. München kann im Punkt Natur durch den Englischen Garten überzeugen. Mit seinen 375 Hektar...",775000.0,3,78.7,81379,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1992,,2,Sofort
824,,Weitere Räume: Kelleranteil ,Baujahr: 1957 ,,"Eigentumswohnung, Baujahr: ca. 1957, Aufteilungsplan: 6, Miteigentumsanteil: 6.12%, 1. Etage, Wohnfläche: 58m², Nutzfläche: 6m², Zimmer: 2, Küche, Bad, Loggia, Keller, keine Innenbesichtigung",565000.0,2,58.0,80804,(Schwabing-West),Gewerblicher,1957,,1,
825,,"Balkon, Terrasse Zustand: Erstbezug Weitere Räume: Kelleranteil ",Baujahr: 2024 Personenaufzug 1 Stellplatz ,EnergieträgerGas,"Zentral, pulsierend, historisch geprägt: Das Glockenbachviertel in der Isarvorstadt zählt zu den angesagtesten City-Wohnlagen Münchens. Die unvergleichliche Mischung aus Geschäften des täglichen Bedarfs, Concept Stores, Galerien, Bars und Szene-Lokalen begeistert ein niveauvolles Publikum, Kulturinteressierte und...",2460000.0,5,140.19,80469,(Ludwigsvorstadt-Isarvorstadt),Gewerblicher,2024,,Ground,
826,,,,,,208923.0,Unknown,,80331,(Altstadt-Lehel),Gewerblicher,,,,
827,,"Bad mit Fenster und Wanne Böden: Linoleum, Parkett Zustand: renovierungsbedürftig / sanierungsbedürftig ",Baujahr: 1973 Personenaufzug 1 Stellplatz: Tiefgarage ,HeizungsartZentralheizung,Die Infrastruktur Neuperlachs ist hervorragend. Die U5-Haltestelle Quiddestraße liegt in fußläufiger Nähe zur Wohnung. Die Fahrtzeit von dort ins Zentrum zum Odeonsplatz beträgt lediglich ca. zehn Minuten. Direkt vor der Haustüre befindet sich das Marx-Einkaufszentrum mit Einkaufsmöglichkeiten des täglichen Bedarfs und...,436000.0,3,77.82,81735,(Ramersdorf-Perlach),Gewerblicher,1973,,2,
828,,Balkon Anschlüsse: Kabelanschluss ,Baujahr: 1970 Personenaufzug 1 Stellplatz ,EnergieträgerGasHeizungsartZentralheizung,"Der Stadtteil Pasing liegt im beliebten Westen von München und gehört mit zu den gefragtesten Wohngegenden der Landeshauptstadt. Die von uns angebotene Wohnung ist absolut ruhig und doch sehr zentral gelegen. Das Zentrum von Pasing und der Bahnhof Pasing mit Anschluss an die S-Bahn und überregionale Züge, wo sich auch etliche...",449000.0,2,60.0,81241,(Pasing-Obermenzing),Gewerblicher,1970,,3,Sofort
829,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Balkon, Garten ",Zustand: Altbau (bis 1945) Personenaufzug ,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",525000.0,2,58.0,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,Old,1,
830,Infanteriestraße 14,Bad mit Dusche Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2022 Zustand: Neubau Personenaufzug ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"MITTEN IM BOOM: SCHWABING, NEUHAUSEN, MAXVORSTADT Van B nutzt das Beste: Das typische Flair der entspannten Schwabinger Lebensqualität. Die bürgerliche Lockerheit Neuhausens. Den szenigen, jungen Lifestyle der Maxvorstadt. Und das alles mitten im Grünen - entlang einer Plataenallee. In direkter Nachbarschaft: die...",579000.0,1,37.7,80797,(Schwabing-West),Gewerblicher,2022,,1,2023
831,,"Bad mit Dusche Balkon Einbauküche, offene Küche Böden: Fliesenboden, Parkett Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: Kabelanschluss ",Baujahr: 1971 Personenaufzug ,EnergieträgerÖlHeizungsartZentralheizung,,270000.0,1,36.0,81479,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1971,,1,01.01.2023
832,,Terrasse Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1978 Personenaufzug 1 Stellplatz ,"EnergieträgerGasHeizungsartFußbodenheizung, Zentralheizung","München - Giesing ist ein Stadtteil mit vielen Besonderheiten. Giesing ist bekannt für Fußball und Bier, doch was den Stadtteil so besonders macht, ist die bunte Vielfalt an Architektur, Kultur und Menschen. Ein Viertel, das sich das Dörfliche bis heute erhalten hat. Giesing stand lange Zeit symbolisch für die Münchner...",649000.0,2,59.25,81539,/,Gewerblicher,1978,,Ground,Nach Vereinbarung
833,,Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1961 ,EnergieträgerÖlHeizungsartZentralheizung,"Das sehr schöne Mehrfamilienhaus aus dem Jahr 1961 liegt auf halbem Weg zwischen Candidplatz und dem berühmten Tierpark Hellabrunn. Untergiesing erfreut sich vor allem wegen der Nähe zum Tierpark und der Isar sehr großer Beliebtheit. Das Isargelände im Westen sowie der Tierpark Hellabrunn, der zu den größten und...",299000.0,1,34.34,81543,(Untergiesing-Harlaching),Gewerblicher,1961,,2,Sofort
834,,Bad mit Wanne Balkon Einbauküche Böden: Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1984 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärme,"Die Bushaltestelle gleich neben dem Objekt, nur wenige Autominuten bis zum Innsbrucker Ring und trotzdem die Natur gleich vor der Tür, diese Immobilie hat attraktive Pluspunkte, wenn man sowohl schnell im Zentrum sein möchte als auch ein ruhiges Wohnumfeld schätzt. Die Bushaltestelle der Linie 55 Richtung Ostbahnhof und...",297000.0,1,38.0,81737,(Ramersdorf-Perlach),Gewerblicher,1984,,2,
835,,Balkon Einbauküche ,Personenaufzug ,EnergieträgerFernwärme,"Die Wohnung befindet sich im Herzen der Münchner Altstadt, nur wenige Schritte vom Marienplatz entfernt. Diese optimale Lage bietet Einkaufsmöglichkeiten, Restaurants, kleine Bars und Cafés, Museen und Galerien. Die öffentliche Verkehrsanbindung kann besser nicht sein.",2990000.0,4,,80331,(Altstadt-Lehel),Gewerblicher,,,,2010
836,,"Bad mit Wanne Balkon, Terrasse Einbauküche Böden: Fliesenboden Weitere Räume: Kelleranteil ",Baujahr: 1983 1 Stellplatz: Duplex ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Eines der begehrtesten Viertel Münchens ist die Maxvorstadt mit ihren vielfältigen Highlights. Wohl in keinem anderen Stadtteil ist München so lebendig wie hier. Das vielgesuchte urbane Umfeld findet in der Maxvorstadt ganz einfach vor der Haustür statt.Die Pinakotheken, Kunstmuseen, Galerien, die Universität, feine...",790000.0,2.5,71.5,80333,(Maxvorstadt),Gewerblicher,1983,,4,
837,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Balkon, Garten barrierefrei, rollstuhlgerecht ",Zustand: Altbau (bis 1945) Personenaufzug ,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",599000.0,2,65.66,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,Old,1,
838,,"Einbauküche Böden: Marmorboden, Parkett Zustand: renoviert / saniert Weitere Räume: Kelleranteil ",Baujahr: 1904 Personenaufzug ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"SCHÖN & ZENTRAL. DIREKT AM AUER MÜHLBACH!Das ""Haus Mühlbach"" befindet sich im Münchner Au, ein Stadtteil, in dem der Münchner Flair deutlich zu spüren ist. In den letzten Jahren hat sich der Stadtteil Au-Haidhausen zu einem der angesagtesten Stadtviertel in München entwickelt. Durch die traumhafte Lage nahe der...",545000.0,1,33.64,81541,(Au-Haidhausen),Gewerblicher,1904,,Ground,
839,,Garten Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1960 Personenaufzug 1 Stellplatz: Tiefgarage ,HeizungsartZentralheizung,"Schwabing steht für München wie kein anderer Stadtteil. Hier trifft Tradition auf Moderne, Action auf Relaxing, Kultur auf Business-Szene.Eine Citylage mit Erholungscharakter!Ihre neue Immobilie befindet sich zwischen dem Luitpoldpark und dem Englischen Garten. Also leben Sie nicht nur ausgesprochen zentral in...",849000.0,3,79.0,80803,/,Gewerblicher,1960,,,
840,,"Bad mit Fenster, Wanne und Dusche Terrasse Einbauküche Böden: Holzdielen Weitere Räume: Kelleranteil ",Baujahr: 1969 1 Stellplatz: Duplex ,EnergieträgerGas,"Das Lehel gehört zu den besten Lagen Münchens. Eingebettet zwischen Isar und dem Englischen Garten, angrenzend an die Altstadt verkörpert dieser Stadtteil wie kein anderer das Münchner Lebensgefühl. Man bewegt sich am liebsten zu Fuß oder mit dem Radl, geht in den Englischen Garten, wenn alle anderen noch nicht da sind...",1485000.0,4,110.0,80538,(Altstadt-Lehel),Gewerblicher,1969,,Ground,
841,,Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2022 Personenaufzug 2 Stellplätze: Tiefgarage ,"HeizungsartFußbodenheizung, offener Kamin","Living Isar ist ein neu errichtetes Wohnquartier direkt an den Isarauen, keine 400 Meter von der Isar entfernt. Bei der Planung und Gestaltung wurde sehr viel Wert auf Funktionalität und ein hohes Maß an Wohnfühlcharakter gelegt. Durch die Ausrichtung der Baukörper in Richtung Sonne entsteht ein erhöhter Lichteinfang...",2499000.0,4,169.91,81543,(Untergiesing-Harlaching),Gewerblicher,2022,,4,
842,,"Bad mit Fenster und Wanne Garten, Terrasse Einbauküche Böden: Fliesenboden, Parkett Fenster: Holzfenster Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum ",Baujahr: 1952 ,EnergieträgerGasHeizungsartZentralheizung,"Giesing ist ein rechts der Isar gelegener, südöstlicher Stadtteil der bayerischen Landeshauptstadt München.Innerhalb Münchens wird Giesing häufig als ein Viertel angesehen, die offizielle Unterteilung in die Stadtbezirke 17 und 18 ist weniger gebräuchlich. Weiter verbreitet ist die Unterscheidung in das kleinere...",519000.0,3,65.0,81547,(Untergiesing-Harlaching),Gewerblicher,1952,,Ground,
843,Ganghoferstraße 79,Gäste-WC Einbauküche Zustand: gepflegt ,Baujahr: 1982 Personenaufzug 1 Stellplatz: Duplex ,EnergieträgerGasHeizungsartZentralheizung,"Sämtliche Geschäfte des täglichen Bedarfs befinden sich im direkten Umfeld des Objekts und sind fußläufig erreichbar. Der nahe gelegene Westpark bietet zahlreiche Sport- und Freizeitmöglichkeiten und eignet sich ideal für ausgedehnte Spaziergänge, Fahrradtouren und zum Joggen. Weiterer Anziehungspunkt zur...",550000.0,2,62.44,81373,(Sendling),Gewerblicher,1982,,3,Sofort
844,Ottobrunner Straße 102,"Bad mit Fenster, Wanne und Dusche, Gäste-WC Terrasse Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ",Baujahr: 2023 Zustand: Neubau Personenaufzug 1 Stellplatz ,,"München hat viele schöne Seiten und der Stadtteil Ramersdorf-Perlach gehört zweifelsohne dazu. Das im Süd-Osten gelegene Viertel bietet nicht nur eine perfekte Infrastruktur , sondern auch viel Natur, Freiraum und Bodenständigkeit.Die einnehmende Mischung aus Dynamik und Moderne, die sich hier mit dem dörflichen Flair...",2098500.0,4,188.97,81737,(Ramersdorf-Perlach),Gewerblicher,2023,,3,
845,,"Bad mit Wanne, Gäste-WC Balkon Ausblick: Fernblick barrierefrei Böden: Parkett Weitere Räume: Kelleranteil, Wasch-Trockenraum ",Baujahr: 1972 Personenaufzug 1 Stellplatz: Tiefgarage ,"EnergieträgerGasHeizungsartFußbodenheizung, Zentralheizung","Die Immobilie liegt in München-Sendling. Das Stadtteil erfreut sich einer großen Beliebtheit. Von hier aus ist sowohl die City als auch die Natur zum Greifen nahe. Der nahe gelegene Westpark bietet viele Möglichkeiten zur attraktiven Freizeitgestaltung sowie viel Entspannung nach der Arbeit. Ob Joggen, Spaziergehen oder...",699000.0,3,95.57,81369,(Sendling-Westpark),Gewerblicher,1972,,5,
